municipality,urban,renda_dom_pc,population,agua_canalizada,sem_banheiro,esgoto_rede,esgoto_fossa,lixo_coleta,mort_1to4yrs,mort_less1yr,mort_total
350570,1.0677119305136957,601.9427565219012,208280.99999996,1.0560532391721955,0.021587697768631942,0.864334977403753,0.13449524104366256,1.0622296740105555,8,49,1123
350580,0.8834912426030446,290.07919493409605,20588.00000018,1.0511005253192174,0.044126545217667075,0.8883786480643242,0.17061991323967562,0.8874621411324859,0,5,129
350590,0.9809628752476064,442.55389809278705,51111.99999937,1.0235172567820576,0.005201830567570668,0.9905576634373198,0.05305583657569191,0.9798124317467892,1,13,350
350600,1.0701372507013038,615.4373850555907,316063.99999951,1.0300000689555209,0.01471721019665358,1.0361300437259406,0.030445541583818344,1.0106243279747604,7,61,2081
350610,1.0145804218216798,437.5499102556455,74814.99999956,1.0499455177782118,0.02000711913796561,1.0035461442734115,0.052754502570327697,0.9936870864945876,3,10,486
350620,0.4361460289358413,113.72940974176876,2394.00000006,0.5275712973210748,0.01566548877692855,0.4491829888308588,0.07637269882678059,0.4493693130972914,0,0,8
350630,0.4688217917903075,166.35287013635747,10719.99999972,0.5112333620991498,0.009360276897412726,0.4620630290753066,0.05942314729189982,0.45461780375490674,0,1,76
350635,1.112401121631696,459.16429941776175,30038.99999963,1.1026759155936998,0.06090573866383472,0.2454218185737285,0.8029724762864768,1.099535807236505,0,16,206
350640,0.45731712313310957,182.99358544720465,6088.00000004,0.5155227539971774,0.012067167673579127,0.46966615352356844,0.05963347431030035,0.4605971470144901,0,0,60
350650,1.0384309736333197,441.0881294527742,94300.00000083,1.0556757930623346,0.013246306422648417,1.0134813299487495,0.048084504808135406,1.012417889357465,5,28,646
350660,0.9579537197406192,303.7115071163842,24652.99999991,1.062861651502491,0.03423488106242989,0.41684373488074655,0.6122239814568134,0.868133031898761,0,3,149
350670,0.43781537053106634,157.37277650437517,12573.00000027,0.508246395426439,0.009202629739626007,0.43795336806809626,0.06585390459303157,0.43642682253492676,2,1,79
350680,0.47615022521083694,174.91255180037362,9441.99999966,0.510101794318056,0.003149005221444123,0.4688280912619503,0.043080334067636554,0.4716586732404701,0,0,76
350690,0.31227419947817403,181.24499878586408,7384.17927183,0.5215234033697688,0.001337289321286153,0.3610174775329586,0.1676231511009309,0.3916145475570432,1,4,61
350700,1.0104587968441403,426.14455341924605,34368.00000027,1.0589105065934756,0.032308905928433336,0.8079254563340952,0.25370722358070724,0.9953682277561621,0,7,215
350710,0.425936902416068,180.77546039048215,13313.00000002,0.48679917847123266,0.00654905208559574,0.4035258481495981,0.11041029569086433,0.47814437231037415,0,3,94
350715,0.34984784093542376,82.06682951399141,3231.0000001,0.5173496222241835,0.11896735924115194,0.3079664539714861,0.2040877538265653,0.3452809810706106,0,1,12
350720,0.4559043220744657,124.82054697983828,794.99999984,0.5267145700129373,0,0.41416719708870414,0.11699638337465151,0.41416719708870414,0,0,2
350730,0.38703596145331737,138.06240803496172,3739.00000032,0.4798875404104302,0.013638086433101288,0.42818004465223447,0.048960341889233205,0.4230196431539503,0,2,20
350740,0.43784089689056194,168.51187391437887,13192.99999965,0.5260671297737228,0.0013774419412199742,0.42960279873424034,0.08589260147396884,0.4437548113220977,1,3,107
350745,0.3883276089022268,106.72392071799666,1932.99999997,0.5180643593831445,0.03628078057097942,0.42185163576684565,0.07003285969080014,0.4181785539873205,0,0,16
350750,1.0357173452897206,534.7828795812849,108306.00000032,1.0524339290409286,0.02125633137336612,0.9752067880929608,0.08057754892160432,1.010354576870491,3,13,733
350760,0.9214190342739199,482.9599716743656,125031.00000071,1.0264319722560453,0.022791058460275113,0.8058144159294058,0.22134845872139053,0.9764700143274267,7,31,999
350770,0.36126935856141884,127.80783349051389,4382.9999998,0.4788781907325132,0.015806415316693367,0.37070178021501254,0.10554673829490228,0.38433175007913517,0,2,32
350775,0.3979385642792267,88.13710516896742,2308.00000004,0.47260610809049586,0.007861866677750948,0.2761821993424194,0.22605950339988581,0.40182671733362757,0,0,8
350780,0.9660824375228538,368.04901525095374,17138.999999659998,1.0415046470137854,0.015621006893523519,0.9856940893344335,0.060645762460865435,0.9935507977321056,0,8,132
350790,0.8349628452144601,403.3664039046055,18885.99999965,0.9774699591142438,0.007859221775990704,0.842391270636462,0.14185677196664345,0.8661728010748396,1,4,137
350800,0.8059869816172938,218.6785957309166,17629.00000024,1.0036301839065218,0.07861325843936745,0.774786143431213,0.26002423908594824,0.8192307381640137,3,12,118
350810,0.49185157760974096,164.4705909569868,13854.00000048,0.5291724211784743,0.011787824786223283,0.47697897511320864,0.0640664584018151,0.4879049014012001,0,3,97
350820,0.34683236066420714,125.1596939817589,3674.00000001,0.47766715096671947,0,0.38268709269294504,0.09652315138947178,0.38629081327380593,0,0,19
350830,0.4125817410984797,101.44843216436006,4656.00000006,0.49469260568057927,0.013311594068550543,0.4387575647086007,0.0669847719034315,0.4365385928091627,0,0,24
350840,0.7885402656309803,325.06744881329854,33099.99999953,0.9937624008367641,0.011337476154479921,0.5852347254897656,0.3839494755247535,0.876988985824303,2,7,170
350850,0.9029911315080653,465.6087752929203,76129.99999887,1.0239471821744486,0.017289917261591493,0.8673552962811514,0.18250283630268743,1.0117270750524687,3,18,497
350860,0.838215731856449,343.3988135970498,27204.99999962,0.985833341398127,0.024412639602628967,0.8567016792744923,0.07823687591789492,0.9094163968365706,1,2,200
350870,0.5835527200827191,264.95984789691505,18378.00000013,0.92356882177589,0.012218025085815005,0.5803586219517818,0.19824527679224638,0.6320425979061968,0,6,145
350880,0.8565467138162475,350.68366351200996,15792.99999978,1.0009175200276175,0.04210968443531947,0.851020294775332,0.17668836499048643,0.8643607601438968,0,2,102
350890,0.36998771244798945,95.11454953275394,4076.99999993,0.4837507553099982,0.04006507348473599,0.28739174126981176,0.20538307154762706,0.3675475990468582,0,1,26
350900,1.0314862621144696,387.8356148223534,71220.99999937,1.0541368203228154,0.020006593345224706,0.7542587195887515,0.2435845294637754,1.0534085207999488,3,16,387
