municipality,employees,estatutarios,temporarios,tx_coleta_lixo,tx_limpeza,mort_less1yr,mort_total
311280,509,4,175,1,0,1,55
311290,443,222,199,1,1,2,72
311300,733,367,323,0,1,3,170
311310,242,112,78,1,1,1,15
311320,949,666,251,1,0,3,185
311330,1066,539,439,1,1,5,317
311340,2574,1552,829,1,1,17,597
311350,463,179,215,0,0,1,70
311360,305,188,88,1,0,1,56
311370,734,399,284,1,1,1,166
311380,234,175,35,0,1,1,15
311390,464,411,48,1,0,4,89
311400,391,197,0,1,1,3,84
311410,412,288,107,0,1,2,84
311420,768,299,420,1,0,3,113
311430,1204,980,175,1,1,3,203
311440,616,394,201,1,1,5,145
311450,512,284,174,0,0,1,109
311455,631,0,227,0,0,2,57
311460,228,203,13,1,1,0,40
311470,231,170,38,1,1,0,23
311480,208,206,0,1,1,1,30
311490,212,170,14,1,1,1,24
311500,310,110,169,1,1,0,20
311510,496,0,25,1,0,7,152
311520,214,169,15,1,1,0,28
311530,2151,0,494,1,1,10,556
311535,465,408,0,1,1,0,34
311540,227,56,159,1,1,0,21
311545,347,189,99,1,1,3,82
311547,306,203,75,1,1,0,28
311550,922,747,136,1,1,5,189
311560,162,76,82,1,1,0,6
311570,365,123,205,0,0,1,61
311580,432,233,163,1,1,1,79
311590,195,97,79,1,0,0,17
311600,275,204,62,1,1,0,42
311610,679,299,349,1,1,3,69
311615,504,254,195,1,1,4,43
311620,243,0,105,1,1,0,27
311630,238,113,109,0,0,1,67
311640,225,147,51,0,0,0,13
311650,321,229,69,0,0,2,53
311660,849,390,352,1,0,4,190
311670,280,161,92,1,1,2,57
311680,307,223,77,1,1,1,60
311690,237,145,82,1,1,0,10
311700,399,297,89,0,1,1,43
311710,383,230,142,1,1,1,74
311720,218,196,0,1,1,1,29
311730,967,648,259,1,1,3,143
311740,245,0,103,0,0,0,26
311750,759,425,237,1,0,1,101
311760,354,199,117,1,1,1,37
311770,486,374,73,0,0,2,111
311780,424,108,297,1,0,0,54
311783,366,330,0,0,0,0,41
311787,597,247,250,1,1,2,32
311790,478,430,20,1,1,3,74
311800,2955,2075,600,1,1,7,326
311810,247,160,73,0,0,2,31
311820,391,226,123,1,0,3,63
311830,3053,1844,1010,1,1,16,815
311840,752,456,273,1,0,2,168
311850,144,104,25,1,1,0,9
311860,8490,6362,851,1,1,95,3426
311870,377,309,52,1,1,2,63
311880,978,278,694,0,0,5,169
311890,250,167,52,0,0,3,64
311900,251,133,88,1,1,1,31
311910,766,573,161,1,1,3,199
311920,546,313,197,1,1,0,59
311930,1132,608,422,0,0,6,178
311940,2444,1453,782,1,1,10,643
311950,464,346,101,0,0,1,67
311960,138,114,1,1,1,0,21
311970,156,124,17,1,1,0,29
311980,250,153,77,1,0,0,18
311990,174,6,36,1,1,0,29
311995,351,253,60,0,0,0,31
312000,272,221,8,1,0,0,20
312010,259,206,39,1,1,1,39
312015,313,223,66,0,1,3,52
312020,602,494,90,1,1,2,72
312030,332,196,112,1,1,0,32
312040,326,211,102,1,1,1,31
312050,365,239,107,1,1,0,75
312060,292,219,22,0,1,1,50
312070,278,182,79,1,1,0,20
312080,533,411,0,1,1,4,120
312083,290,142,128,0,0,0,27
312087,344,208,129,1,0,2,50
312090,2012,1100,815,1,0,17,537
312100,345,277,49,0,0,1,49
312110,280,197,65,1,1,1,45
312120,519,0,117,1,1,0,30
312125,472,258,116,1,0,3,45
312130,257,207,43,1,1,0,36
312140,245,236,0,1,1,0,63
312150,239,139,78,0,0,2,26
312160,1595,1030,378,1,0,10,296
312170,265,88,155,1,1,0,22
312180,279,217,17,1,1,0,60
312190,411,261,132,1,1,0,13
312200,576,233,253,1,0,4,156
312210,339,192,139,0,0,1,46
312220,310,177,112,1,1,1,47
312230,4874,3825,590,1,1,25,1302
312235,438,270,130,0,0,2,37
312240,303,232,37,1,1,2,49
312245,309,231,57,0,0,0,30
312247,201,124,36,1,1,0,22
312250,316,230,57,0,0,0,45
312260,303,220,53,1,1,0,31
312270,228,176,44,1,1,0,38
312280,207,153,18,1,1,0,24
312290,388,297,72,1,1,2,46
312300,349,160,166,1,1,1,65
312310,346,179,133,0,0,1,24
312320,614,375,199,1,0,2,132
312330,473,372,0,0,0,1,39
312340,134,105,5,0,0,0,8
312350,246,191,19,1,1,0,10
312352,287,155,108,1,1,1,37
312360,813,354,299,1,1,3,177
312370,505,246,230,1,1,1,76
312380,419,212,180,0,0,1,43
312385,281,196,73,0,0,2,51
312390,410,275,105,1,1,1,127
312400,833,733,30,1,1,1,96
312410,1726,1090,511,1,1,6,342
312420,824,565,178,1,1,2,161
312430,880,576,199,0,0,3,174
312440,251,239,3,1,0,0,42
312450,312,0,33,0,1,1,71
312460,239,182,28,0,0,1,28
312470,259,175,72,1,0,0,22
312480,339,201,94,1,1,0,44
312490,541,251,262,0,0,0,83
312500,225,125,78,0,0,0,39
312510,1467,483,882,1,0,4,184
312520,163,118,32,1,1,0,20
312530,233,173,25,1,0,0,27
312540,227,148,63,1,1,1,38
312550,325,260,42,0,0,0,17
312560,375,270,97,0,0,4,51
312570,591,335,223,1,1,1,105
312580,247,172,55,0,0,0,17
312590,422,255,119,0,1,0,77
312595,414,179,221,1,0,0,66
312600,322,203,93,1,1,2,45
312610,2114,1380,402,1,1,10,523
312620,399,222,157,0,0,0,31
312630,271,224,42,1,1,1,20
312640,224,88,114,1,1,1,22
312650,377,143,199,0,1,1,71
312660,387,180,173,0,0,0,30
312670,1090,699,301,0,0,5,160
312675,305,155,137,1,1,1,39
312680,347,324,5,0,0,1,43
312690,333,102,225,0,0,3,72
312695,248,137,83,0,1,0,9
312700,861,475,274,1,0,0,77
312705,331,175,110,0,0,0,33
312707,336,266,15,0,0,3,49
312710,1637,1174,0,1,1,8,415
312720,312,140,143,0,0,2,28
312730,414,81,290,1,1,2,49
312733,398,289,76,0,1,2,31
312735,276,159,61,0,0,1,14
312737,241,172,46,0,0,0,24
312738,187,131,29,0,1,0,32
312740,180,149,17,0,1,1,31
312750,303,117,160,0,0,1,33
312760,460,239,183,1,1,4,69
312770,9069,4683,4086,1,0,59,1958
312780,874,610,220,0,0,1,68
312790,322,178,34,0,0,0,6
312800,1084,586,428,1,0,2,191
312810,673,471,155,1,1,3,92
312820,400,244,136,1,1,0,78
312825,322,194,100,0,0,3,30
312830,520,417,34,1,1,1,151
312840,441,193,22,1,1,2,72
312850,256,230,8,1,1,2,23
312860,584,428,116,1,1,1,28
312870,1159,812,8,1,0,10,382
312880,250,142,85,0,1,2,63
312890,379,353,0,1,1,1,36
312900,315,295,0,1,1,0,63
312910,296,216,37,0,0,0,36
312920,227,127,86,1,1,0,52
312930,416,130,281,1,1,1,62
312940,296,152,85,1,1,0,48
312950,889,389,140,1,0,4,147
312960,338,37,270,0,0,0,43
312965,412,257,141,0,0,1,43
312970,432,284,81,1,1,1,64
312980,5051,2923,1583,1,1,26,766
312990,189,158,2,1,1,0,26
313000,226,186,24,1,1,2,23
313005,419,175,219,0,0,5,67
313010,1273,1129,0,0,0,8,206
313020,385,287,57,0,1,1,62
313030,330,280,0,1,1,1,69
313040,400,257,100,1,1,2,37
313050,531,390,0,1,1,0,83
313055,345,185,71,0,0,2,44
313060,264,175,73,1,1,0,47
313065,378,258,87,0,0,0,27
313070,459,366,86,1,1,2,20
313080,253,145,81,0,0,2,12
313090,862,523,232,1,1,2,159
313100,392,220,155,1,1,0,36
313110,360,184,158,0,0,3,56
313115,629,386,165,0,0,2,110
313120,661,336,266,1,0,3,156
313130,6135,4380,826,1,1,35,1329
313140,358,189,132,1,1,0,45
313150,358,272,77,1,1,0,64
313160,423,363,22,1,1,3,29
313170,3344,2224,839,0,0,17,660
313180,431,190,237,0,0,3,58
313190,2481,889,1434,1,1,4,281
313200,258,124,107,0,0,0,12
313210,1057,725,279,1,1,2,124
313220,394,240,129,1,1,5,82
313230,511,376,109,0,1,7,104
313240,1862,1480,237,1,0,12,693
313250,1119,839,227,0,0,8,153
313260,286,217,48,1,1,1,24
313270,937,884,0,1,1,4,180
313280,181,9,157,1,1,0,9
313290,450,314,117,1,1,1,94
313300,595,320,244,1,0,1,91
313310,643,545,57,0,1,3,108
313320,564,309,212,1,1,1,78
313330,718,326,336,1,1,2,176
313340,638,346,217,1,0,0,75
313350,510,0,70,1,1,2,177
313360,354,249,64,1,0,0,50
313370,512,228,185,1,0,4,76
313375,743,466,231,1,1,3,116
313380,2284,1301,733,1,0,9,613
313390,281,111,146,1,1,0,40
313400,451,308,104,1,1,3,86
313410,319,243,48,1,1,2,45
313420,2407,1218,868,1,1,19,863
313430,274,250,10,0,0,0,33
313440,1334,423,775,1,1,6,238
313450,277,247,26,0,0,2,30
313460,634,422,148,1,1,3,131
313470,511,301,191,0,1,3,79
313480,277,196,26,1,1,0,67
313490,947,880,0,1,1,2,166
313500,277,175,60,1,1,0,15
313505,1291,606,593,1,1,9,178
313507,352,259,65,0,0,0,24
313510,2608,1328,1160,1,1,13,427
313520,1735,1208,496,0,1,20,460
313530,247,164,52,0,0,2,20
313535,413,168,220,0,0,1,46
313540,412,195,174,1,1,0,47
313545,347,210,129,1,1,1,38
313550,511,280,214,0,1,0,85
313560,365,201,121,0,0,2,70
313570,306,150,132,0,0,1,36
313580,762,487,254,1,0,3,181
313590,230,193,0,1,1,1,33
313600,627,429,161,1,1,6,119
313610,282,167,48,0,0,0,41
313620,1979,16,421,1,1,15,490
313630,2115,1662,304,0,0,13,304
313640,268,155,84,0,0,1,28
313650,429,308,108,0,0,0,59
313652,253,153,70,1,1,1,14
313655,304,228,41,0,0,0,20
313657,297,210,60,0,1,0,27
313660,272,173,76,1,0,0,45
313665,1277,795,310,0,1,4,168
313670,10722,5941,3438,1,0,80,4177
313680,295,162,112,0,0,0,33
313690,383,321,47,1,0,0,67
313695,297,200,69,0,0,3,33
313700,680,466,169,0,0,2,97
313710,303,119,165,1,1,0,59
313720,1256,0,7,1,0,3,282
313730,343,146,179,1,0,4,32
313740,536,339,166,0,0,4,78
313750,691,372,289,1,1,1,126
313753,409,264,107,0,0,3,43
313760,3006,2754,3,1,0,8,314
313770,812,486,283,1,1,2,97
313780,723,346,7,1,0,3,188
313790,249,104,130,1,1,1,33
313800,262,226,15,1,1,0,54
313810,508,253,219,0,0,1,43
313820,3153,1733,1191,0,0,17,649
313830,159,104,45,0,0,1,31
313835,305,142,135,1,1,0,16
313840,1203,1126,0,1,1,4,428
313850,215,150,51,0,0,1,45
313860,716,354,312,1,1,5,168
313862,432,347,44,1,1,2,43
313865,473,425,0,0,0,1,71
313867,301,178,84,1,1,1,30
313868,307,129,146,0,0,5,42
313870,281,224,35,1,0,0,30
313880,708,601,60,1,1,1,141
313890,346,216,111,1,1,1,49
313900,905,667,169,1,1,9,255
313910,230,171,27,0,0,1,37
313920,951,658,240,1,1,4,142
313925,356,115,210,0,0,0,32
313930,1031,606,356,1,1,5,142
313940,2680,1673,859,0,0,12,441
313950,957,527,355,1,1,8,185
313960,1081,681,332,0,0,5,183
313970,350,244,73,1,1,6,48
313980,445,210,0,1,1,3,85
313990,507,282,189,1,0,2,103
314000,3569,2155,1061,1,1,10,329
314010,354,169,179,1,1,0,31
314015,632,254,290,1,0,5,68
314020,245,60,168,1,1,2,34
314030,336,192,128,1,1,0,30
314040,170,150,12,1,1,0,27
314050,584,239,328,0,0,5,100
314053,356,169,160,1,1,2,49
314055,367,206,150,1,0,1,46
314060,219,125,70,1,1,0,20
314070,1041,554,330,0,0,2,200
314080,594,0,115,1,1,0,103
314085,680,392,267,0,1,0,45
314090,675,20,624,0,1,1,122
314100,474,278,168,0,0,1,86
314110,1196,743,342,1,1,7,185
314120,287,208,62,1,1,0,39
314130,283,197,71,1,1,1,20
314140,764,372,358,1,1,2,155
314150,318,222,82,1,1,1,44
314160,415,175,217,1,1,0,85
314170,404,292,91,0,0,2,37
314180,1176,608,539,0,0,7,148
314190,150,147,0,1,0,0,42
314200,619,367,213,0,0,2,95
314210,524,244,231,0,0,0,73
314220,551,407,91,1,1,2,109
314225,334,141,161,0,0,2,26
314230,230,87,122,0,0,0,37
314240,343,191,124,0,1,0,45
314250,206,176,19,0,0,0,12
314260,269,209,40,1,0,1,51
314270,734,392,297,1,1,3,109
314280,943,587,215,1,1,1,139
314290,865,547,284,0,0,4,173
314300,365,245,77,1,0,3,110
314310,1318,1200,53,0,0,10,338
314315,213,148,61,0,0,1,17
314320,790,318,363,1,1,5,206
314330,11956,5136,5897,1,1,68,2150
314340,916,544,327,1,0,2,109
314345,485,208,250,0,0,0,23
314350,730,473,176,0,1,0,56
314360,312,135,144,1,1,1,19
314370,221,165,28,1,1,0,21
314380,261,167,73,0,0,0,40
314390,2613,2235,21,1,1,12,857
314400,933,492,381,1,1,2,179
314410,633,525,16,1,1,1,175
314420,237,230,0,0,0,1,19
314430,1275,974,254,1,1,7,330
314435,372,130,199,0,1,2,47
314437,239,216,3,1,1,1,18
314440,253,160,68,1,0,0,37
314450,365,263,58,1,1,1,48
314460,651,525,60,1,1,5,193
314465,474,349,84,0,0,0,67
314467,274,110,133,0,0,3,13
314470,417,388,4,1,1,5,117
314480,4384,1,136,1,1,14,487
314490,270,193,64,0,0,1,30
314500,564,428,121,1,0,2,50
314505,634,151,466,1,1,1,49
314510,524,324,123,1,0,0,84
314520,2331,1069,1102,0,1,15,288
314530,848,425,382,0,1,1,210
314535,456,401,8,1,1,5,71
314537,281,140,119,0,0,0,21
314540,221,135,67,1,1,0,11
314545,333,230,71,0,0,0,41
314550,202,141,55,1,1,0,21
314560,1270,754,415,0,0,4,267
314570,207,156,30,1,1,1,19
314580,213,87,107,1,1,0,9
314585,280,136,124,1,1,2,40
314587,385,242,106,0,0,1,36
314590,1714,1214,356,0,1,10,162
314600,746,544,179,0,0,5,248
314610,2817,2144,318,1,0,7,404
314620,249,182,53,0,0,2,64
314625,333,240,56,0,0,1,42
314630,852,429,400,1,1,8,165
314640,283,234,34,1,1,0,41
314650,440,253,120,1,0,0,67
314655,426,203,180,1,1,0,31
314660,171,110,34,0,0,0,22
314670,299,238,36,1,1,1,58
314675,349,239,94,0,0,2,47
314690,538,440,66,1,1,3,92
314700,2697,2000,538,0,1,23,475
314710,3072,1480,1392,1,1,9,531
314720,637,444,164,0,0,3,157
314730,699,640,0,1,1,0,124
314740,871,752,92,1,1,3,146
314750,172,86,72,0,0,0,10
314760,474,277,147,1,0,1,109
314770,335,203,116,1,0,0,69
314780,206,159,33,0,0,0,8
314790,2540,1350,840,0,0,19,763
314795,366,147,180,0,0,0,28
314800,3699,2005,1198,1,0,22,848
314810,2532,1942,468,0,0,14,506
314820,281,152,97,1,1,0,43
314830,352,159,163,1,1,0,77
314840,310,202,98,1,1,1,27
314850,282,254,20,0,0,0,60
314860,608,485,90,1,1,1,105
314870,1159,603,358,1,0,6,172
314875,354,194,118,0,0,3,40
314880,287,157,108,0,1,2,24
314890,233,156,52,0,0,0,28
314900,214,65,119,0,1,0,13
314910,378,276,66,1,1,1,93
314915,449,238,148,0,0,3,66
314920,374,236,111,0,0,0,21
314930,2406,1488,718,0,0,6,372
314940,193,94,53,0,0,0,8
314950,254,138,101,0,0,1,20
314960,294,150,124,1,1,0,41
314970,437,278,0,0,0,0,53
314980,910,413,410,0,0,2,65
314990,636,525,83,0,0,1,144
314995,639,154,466,0,0,0,60
315000,262,158,93,1,1,2,54
315010,190,180,0,0,0,1,19
315015,296,176,113,1,0,2,50
315020,261,156,77,1,1,0,22
315030,210,178,5,0,0,0,35
315040,238,190,37,1,1,0,22
315050,564,362,150,0,1,0,54
315053,325,255,34,0,1,0,24
315057,360,258,70,0,0,3,46
315060,295,160,124,1,0,0,49
315070,293,140,0,1,1,4,32
315080,543,330,169,1,1,2,125
315090,195,152,24,1,1,1,39
315100,312,234,50,1,1,1,55
315110,452,224,185,0,0,3,83
315120,2164,1252,746,1,1,9,348
315130,421,225,173,1,1,2,85
315140,631,368,184,1,1,6,177
315150,1377,711,612,1,0,3,259
315160,510,392,95,1,1,0,63
315170,481,260,171,0,0,2,128
315180,6236,0,243,1,0,20,1163
315190,285,146,130,0,0,1,72
315200,1283,1056,191,0,1,5,219
315210,2193,1420,660,1,1,8,426
315213,298,256,23,0,0,1,35
315217,568,280,211,0,0,2,81
315220,1181,585,508,1,1,4,243
315230,230,191,27,0,1,1,69
315240,675,425,196,0,1,2,111
315250,4453,4280,0,1,1,27,820
315260,263,174,76,1,1,0,67
315270,341,215,95,1,1,1,62
315280,906,544,305,1,1,2,179
315290,326,131,79,1,1,2,91
315300,218,164,42,0,0,0,19
315310,314,305,0,0,1,0,32
315320,249,83,162,1,1,0,23
315330,291,158,89,1,1,0,24
315340,740,688,0,1,1,3,136
315350,281,212,49,1,1,0,71
315360,466,237,189,1,0,3,57
315370,301,164,123,1,1,0,27
315380,160,83,39,1,1,0,3
315390,514,265,220,1,1,1,110
315400,647,556,37,1,1,2,207
315410,444,321,79,1,1,1,93
315415,325,308,0,0,1,2,48
315420,432,371,38,1,1,1,85
315430,784,556,200,1,1,6,127
315440,313,165,127,0,1,1,41
315445,296,220,59,1,0,0,32
315450,449,256,171,1,1,3,49
315460,5605,3377,1744,1,0,59,1424
315470,234,157,44,0,0,2,34
315480,673,384,190,1,1,2,59
315490,701,500,106,1,0,1,117
315500,215,176,30,0,1,0,17
315510,315,211,99,0,0,1,35
315520,168,145,0,1,1,1,42
315530,228,139,62,1,1,0,15
315540,364,250,84,1,1,1,39
315550,858,759,0,1,1,0,54
315560,1101,815,253,1,1,3,153
315570,558,445,86,0,0,0,97
315580,428,157,194,0,1,4,133
315590,364,201,109,1,0,1,42
315600,519,355,147,0,1,2,73
315610,216,198,0,0,0,0,40
315620,212,119,77,0,1,0,11
315630,315,169,127,1,1,2,59
315640,233,139,77,1,1,1,18
315645,229,229,0,0,0,2,34
315650,342,198,107,0,0,1,48
315660,441,312,121,0,0,3,79
315670,3906,2504,1121,1,1,17,722
315680,454,331,114,0,0,3,118
315690,1238,5,215,1,1,2,159
315700,1644,966,520,1,0,3,290
315710,432,183,217,0,0,0,46
315720,1269,560,535,1,0,7,167
315725,338,200,129,1,0,1,54
315727,341,111,191,1,1,1,21
315730,260,250,0,1,1,1,29
315733,277,137,68,0,0,1,58
315737,331,136,156,0,0,0,28
315740,250,112,118,1,1,0,41
315750,316,183,86,0,0,2,22
315760,313,67,218,0,0,0,18
315765,293,217,64,0,1,1,36
315770,621,333,281,1,1,3,57
315780,2579,1117,1189,1,0,32,1180
315790,684,360,269,0,0,1,87
315800,387,255,107,1,1,1,81
315810,288,188,82,1,1,0,23
315820,521,228,241,0,1,4,117
315830,352,215,108,1,1,1,49
315840,299,187,57,1,1,0,39
315850,367,133,210,1,1,0,43
315860,266,183,68,0,1,0,14
315870,224,152,64,0,0,0,23
315880,229,222,0,0,1,0,33
315890,360,237,98,0,0,0,47
315895,880,625,185,0,1,8,159
315900,245,132,72,0,0,0,24
315910,250,143,79,1,1,1,25
315920,301,0,0,1,1,1,67
315930,349,10,69,1,1,2,45
315935,359,279,61,1,1,1,79
315940,219,120,85,0,1,2,18
315950,341,201,115,1,1,2,26
315960,1199,840,239,0,0,3,273
315970,291,205,76,0,0,1,19
315980,1369,608,662,1,1,2,146
315990,611,376,162,1,1,4,119
316000,239,151,77,1,1,0,26
316010,288,188,76,1,1,0,37
316020,238,135,78,0,0,1,28
316030,479,278,182,0,1,5,72
316040,927,498,371,1,1,3,148
316045,350,140,177,0,0,1,45
316050,190,144,36,1,1,0,15
316060,252,187,55,1,0,0,28
316070,1283,333,423,1,1,3,357
316080,201,136,45,0,0,1,24
316090,316,130,141,0,1,0,30
316095,295,239,30,0,0,1,28
316100,443,230,20,1,1,0,122
316105,319,218,82,0,0,1,27
316110,1922,972,877,1,1,15,401
316120,286,139,130,0,0,2,37
316130,374,245,94,1,0,0,33
316140,251,116,78,1,0,2,48
316150,309,169,105,1,1,0,72
316160,276,158,104,1,1,1,39
316165,275,119,152,0,0,0,15
316170,452,248,155,0,0,3,37
316180,535,515,0,1,0,1,78
316190,1537,943,482,1,1,1,59
316200,720,475,214,1,1,6,174
316210,967,533,331,1,1,8,185
316220,416,285,29,1,1,1,47
316225,316,99,201,0,0,1,28
316230,177,112,26,1,1,1,22
316240,1345,366,924,0,0,3,173
316245,500,284,150,0,0,3,86
316250,2240,1413,632,1,1,9,660
316255,479,306,124,0,0,2,54
316257,325,207,60,1,0,0,24
316260,312,203,92,1,0,2,64
316265,332,198,101,0,0,0,25
316270,878,610,243,0,0,10,119
316280,604,285,297,1,1,1,119
316290,940,0,340,1,1,3,199
316292,1202,742,353,1,0,3,148
316294,312,242,54,1,1,1,39
316295,1048,374,619,1,1,1,104
316300,315,186,105,0,0,1,24
316310,282,211,58,1,0,0,22
316320,173,115,40,1,1,0,32
316330,296,170,109,0,0,0,16
316340,287,214,56,1,1,0,42
316350,358,231,115,1,1,1,50
316360,229,134,87,0,0,0,16
316370,1334,0,498,1,1,8,348
316380,319,143,162,0,0,1,44
316390,227,157,21,1,1,0,39
316400,297,193,92,1,1,1,55
316410,325,204,105,0,1,0,42
316420,479,289,120,0,0,4,45
316430,370,201,154,1,1,1,57
316440,247,124,101,1,1,1,39
316443,307,219,31,1,1,0,19
316447,352,163,164,0,0,2,29
316450,428,166,231,0,0,0,63
316460,363,138,176,1,1,1,38
316470,2080,1033,1000,0,0,9,489
316480,211,125,80,0,0,1,16
316490,200,152,20,1,1,0,16
316500,445,22,4,1,1,4,82
316510,338,280,20,1,1,1,48
316520,120,24,88,1,0,1,44
316530,336,177,138,1,0,2,37
316540,295,264,18,1,1,0,30
316550,376,58,286,0,0,1,42
316553,1708,846,693,1,1,7,146
316555,440,112,310,1,1,3,65
316556,223,173,29,1,1,1,24
316557,252,67,94,1,1,1,30
316560,201,201,0,0,0,0,19
316570,340,188,101,1,1,0,73
316580,170,115,43,1,1,2,18
316590,261,202,37,0,0,1,32
316600,274,208,50,0,1,0,36
316610,259,128,103,1,0,2,27
316620,312,160,129,1,1,0,71
316630,325,233,47,0,1,2,52
316640,170,153,0,1,0,0,16
316650,276,70,191,0,0,3,17
316660,213,95,112,1,0,0,7
316670,328,212,87,0,0,1,72
316680,486,396,50,1,1,2,51
316690,337,188,114,1,1,1,66
316695,331,119,153,0,1,3,26
316700,145,104,33,0,0,0,11
316710,647,327,283,1,1,6,137
316720,7189,3459,2973,1,0,35,1392
316730,171,165,0,1,0,0,10
316740,334,268,58,0,1,1,62
316750,204,125,62,0,0,0,27
316760,615,368,193,0,1,8,114
316770,347,252,67,0,0,0,53
316780,241,145,59,1,1,1,43
316790,187,89,72,1,1,0,20
316800,1218,641,502,0,0,2,182
316805,297,72,203,0,1,0,26
316810,469,260,134,1,1,0,29
316820,208,134,50,0,1,0,4
316830,288,190,87,1,1,0,28
316840,582,312,148,0,0,1,107
316850,718,532,138,1,1,0,75
316860,4020,1646,1781,1,0,24,1089
316870,1966,1287,521,1,0,14,528
316880,556,425,83,0,0,0,60
316890,473,331,119,0,1,2,55
316900,565,363,144,0,0,4,133
316905,201,139,33,1,1,0,32
316910,462,340,106,0,0,1,38
316920,580,306,259,1,1,0,85
316930,2430,1185,957,1,0,10,488
316935,1358,1008,321,1,1,8,179
316940,1666,1122,363,0,0,6,376
316950,285,131,136,1,1,2,42
316960,935,502,332,1,1,4,164
316970,843,458,341,1,1,2,82
316980,245,152,77,1,1,1,43
316990,1553,1266,20,1,1,15,705
317000,550,419,118,0,0,3,80
317005,451,307,113,1,1,4,78
317010,8687,4653,3432,1,0,51,2288
317020,15170,12180,1891,1,0,83,3806
317030,258,232,6,0,1,2,25
317040,2426,1608,648,1,0,11,478
317043,297,0,105,1,1,1,22
317047,290,164,107,1,1,0,18
317050,392,240,132,1,1,2,66
317052,615,473,85,1,1,5,46
317057,233,159,58,0,1,1,47
317060,207,144,54,0,0,0,13
317065,335,270,42,0,0,1,28
317070,3112,2439,616,1,1,24,787
317075,314,227,79,1,1,3,41
317080,1402,898,427,0,0,5,216
317090,697,505,115,0,0,4,90
317100,966,522,370,1,1,5,112
317103,529,8,483,1,1,2,53
317107,333,194,127,1,1,0,29
317110,221,0,37,1,0,0,22
317115,233,146,74,1,0,4,38
317120,4087,1288,2592,1,1,17,570
317130,1693,1095,303,1,1,11,377
317140,268,184,46,1,1,1,34
317150,358,213,131,0,1,0,19
317160,476,272,177,0,0,0,95
317170,329,219,101,1,1,1,63
317180,388,183,190,1,1,1,75
317190,267,189,69,1,1,0,35
317200,1353,907,324,1,0,5,302
317210,371,254,0,1,1,0,45
317220,126,99,2,1,0,0,19
320010,1295,826,370,1,0,5,198
320013,543,230,239,1,1,0,66
320016,528,331,49,1,1,2,77
320020,1017,720,176,1,1,8,215
320030,839,458,252,1,1,4,97
320035,515,0,60,1,1,1,55
320040,3660,1663,1346,1,1,5,148
320050,450,0,81,1,1,1,63
320060,4800,2439,1984,0,0,18,453
320070,672,393,272,0,0,3,64
320080,1594,850,376,1,1,6,246
320090,1687,829,566,1,1,7,275
320100,702,440,179,1,0,3,94
320110,537,341,43,1,1,1,90
320115,575,418,104,0,0,4,50
320120,6915,2983,3322,0,0,37,1353
320130,7098,3204,2681,1,0,71,2171
320140,1741,1027,588,1,1,4,256
320150,4092,832,744,1,1,25,806
320160,1607,842,648,0,0,4,172
320170,565,244,247,1,1,0,86
320180,265,153,84,1,1,1,25
320190,1591,733,684,1,1,2,216
320200,377,214,112,1,1,0,35
320210,1050,520,320,1,1,1,170
320220,1149,234,389,1,1,0,118
320225,486,333,100,0,0,2,62
320230,1362,750,395,1,1,7,202
320240,3987,2883,785,1,0,17,653
320245,1024,741,182,1,1,6,139
320250,573,224,254,1,0,1,65
320255,504,258,187,1,1,1,44
320260,626,327,216,1,1,1,81
320265,625,415,125,1,1,1,73
320270,633,420,186,1,1,4,111
320280,3371,1145,1378,1,1,6,208
320290,472,245,140,1,1,0,73
320300,996,767,160,1,1,5,163
320305,1672,532,741,1,1,4,152
320310,544,363,3,0,0,1,69
320313,616,192,335,1,1,1,113
320316,595,248,177,1,1,1,81
320320,7600,5548,1167,1,1,28,833
320330,659,235,357,1,1,3,88
320332,2234,1730,248,1,0,4,249
320334,945,408,421,1,1,3,107
320335,631,80,424,1,0,0,79
320340,1079,623,349,0,0,2,175
320350,967,306,292,1,1,5,130
320360,487,236,56,0,0,2,38
320370,781,540,133,1,1,3,105
320380,675,0,0,0,1,1,99
320390,2072,833,1034,0,1,12,321
320400,807,635,99,1,1,3,152
320405,1039,567,295,1,0,3,139
320410,1135,3,256,1,1,4,177
320420,1109,682,201,1,1,5,126
320425,526,388,86,0,0,0,41
320430,1494,632,706,1,1,0,51
320435,852,440,363,1,0,3,82
320440,502,383,101,1,0,3,88
320450,514,413,56,0,1,0,79
320455,1476,796,499,1,1,5,225
320460,1145,483,461,1,1,4,156
320465,499,183,273,1,1,1,68
320470,1121,560,275,1,1,9,177
320480,586,371,159,1,1,0,101
320490,4132,2532,1026,1,0,26,683
320495,513,208,204,1,0,2,81
320500,11123,6663,2307,1,1,82,2353
320501,1148,760,224,1,1,9,132
320503,917,547,227,0,1,4,105
320506,973,429,420,1,0,3,112
320510,2542,1109,799,1,0,17,351
320515,480,420,0,0,1,2,52
320517,657,390,176,1,1,3,84
320520,8968,5335,2260,1,1,84,2666
320530,14363,10007,1891,1,0,44,1921
330010,5332,4324,0,0,0,30,1028
330015,672,513,0,0,1,2,88
330020,7536,2169,4672,1,0,24,1060
330022,926,664,94,0,0,3,89
330023,3311,1914,967,1,0,5,215
330025,2953,807,1337,0,0,4,221
330030,2799,2333,61,1,0,10,836
330040,5120,3805,15,0,0,20,1367
330045,10348,5828,2406,1,0,105,3318
330050,973,796,50,1,0,3,195
330060,1440,33,556,1,1,7,311
